,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX4720 (GDSC2:1036),KU-57788 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM 447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),WY-090217 (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK 269962A (GDSC2:1192),SB 505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL161 (GDSC2:1557),lapatinib (GDSC2:1558),AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),CS-1421 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),Apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Oxyphenisatin acetate (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),Podophyllotoxin bromide (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),BI-97C1 (GDSC2:1849),OF-1 (GDSC2:1853),GTPL8020 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183C (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC 0068 (GDSC2:1924),GDC 0810 (GDSC2:1925),GNE317 (GDSC2:1926),I-BRD9 (GDSC2:1928),MST-312 (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),MIM-1 (GDSC2:1996),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),SCH900776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK3203591 (GDSC2:2110),VE 821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172)
ACH-000355,,-7.224726279,,,,,,1.541126367,,,,-0.588627436,2.243418994,,,,1.553748662,,5.071928316,,,0.219329289,,,,,,,,1.453268849,,,,,,1.951396343,,,,,,4.770542174,,,-0.550146211,-6.572292176,0.57153853,-6.182709066,,,,3.708274393,-9.605302829,2.096174937,0.220840261,,,,,,,-1.186310316,0.167030927,,,,,,,,,,-0.059021571,,,-0.041026642,2.039768217,1.082328964,,,,,,,,,2.183875597,,,,,,,-1.608719521,-0.60720057,-2.746425638,,,,,-7.281111946,-5.292039401,-3.460210812,,3.890040259,,-3.934103722,,3.771479831,,0.858439348,,,,-7.772002518,,,,2.387210776,,,2.964599619,,,,,0.046180917,,,,,,,-6.14822632,,,,1.567103047,,,,,,-6.203299475,,2.984540551,3.308251159,,,,3.303404178,,
ACH-000356,-3.439599734,-3.996408632,,,,,,,,,,-3.011988904,3.110700524,,,,0.673375277,,6.573860942,,,,,,,,3.186714712,,,1.323178067,,,,-3.716164162,,,,,,,,,,,0.220167193,-6.034168358,,-7.18975966,,,,,-7.535519022,3.291582384,,,-3.239648096,,,,,-1.441433561,0.505905091,,,,,-2.376777395,,,,,,,,-0.215073337,,,,,,,,,,,,,,,4.73056058,,,-1.240808145,,-1.154552871,,,,,-2.011074436,,-0.395344169,,4.182399168,,-1.718617519,,3.725367825,2.937719263,,,,,-7.12921916,,,,2.424160536,,,,,,,,-0.074410588,,,,-7.284291395,,,-4.81421114,,,,-5.449599607,,,,-0.438512338,,,,,2.094326242,,,,,,
ACH-000358,,-9.848438662,,,-8.614030086,,-1.769668987,1.447161218,,,,1.130022732,1.136839073,,,,2.307199374,,,,,,,,3.113395061,-3.389624425,1.342650084,,,,,,-7.722044859,,,3.171502528,,,,,,,,,0.832481165,,,-7.924769915,,,,0.839159424,-6.728281731,,,,,,,,,,,,,,,-4.792726812,,0.833759482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.423401856,,,-1.0949021,-5.717717373,,,,,,,2.644673178,,,-1.006275859,,-0.449294826,,3.235842906,,,2.462298688,,,,,,0.864332881,,2.907599978,,,,-7.840167873,,,3.035323612,,,,,,
ACH-000359,-4.060628674,-8.460302901,,,-7.196045908,,2.407151089,,,,,0.180120437,3.118678176,,,,2.447752278,,6.604330196,,,,,,,-4.568692217,2.284836913,,,2.394582899,,,,,,,,3.196274337,,3.140809726,,4.80727933,,,1.385256537,,,-8.647052145,,,,2.354629571,-9.707077236,,,,,,,,,-0.356787738,-0.879466301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128605098,1.12153057,1.331162332,,,,,-4.818417764,-4.996776431,,,,,0.213850188,,,,1.21160446,,,,-6.482465935,,,,,,,,,,-1.028168824,,0.750984871,,,,,,,-5.615648271,,,,1.545034279,,3.282208976,,,,-7.733906128,2.494517401,,,,,,,,
ACH-000360,-3.953615669,,,,,,2.512214495,,,,,,-1.891625318,,,,,,,,,,,0.635617079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.76037414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.833670257,
ACH-000361,,-6.971282984,,,,,2.664475024,,,,,,,,,,,,,,,,,,,,,,,2.916200884,,,,,,3.271724397,,,,,,,,,,-6.373108783,,-6.328112316,,,,,-7.440080294,,,,,,,,,-1.491515246,-1.467961454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13949074,,,,,-1.196992982,,,,4.2122059,,0.720100922,,,,1.749472551,,,,-6.878549826,,,,,,,,,,-0.827758717,,0.662982429,,,,,,,,,,,2.588882567,,3.203791933,,,,,,,2.586850922,,,,,,
ACH-000362,-6.945392659,-9.023354587,0.317022099,-2.424488095,-9.496020931,,-2.446357059,-0.987450832,,,,,1.064924387,,,,-0.894190399,-0.840377237,3.497304176,,,-5.667309621,,,-1.238567974,-5.392569649,0.210538667,,,-1.032614902,0.5656831,,-8.309217514,-1.254434513,,,,-0.469726695,0.000936998,-2.656366153,,3.277665691,,1.605718016,-2.601954084,-6.390658269,-6.347686371,-7.908003274,,,,0.049416921,,1.780823567,-1.3722355,-0.075790472,-4.8484292,,,2.292974862,,-6.336314014,-3.547026108,,,,3.14272038,-6.893388312,,2.762534218,-0.088421868,5.059549987,-0.581528537,,1.178295713,-2.169131006,1.012696567,-4.294094031,-1.762518921,,,0.300231274,,-1.752453977,,-0.35109256,0.795846361,,-1.239752239,1.032610865,,0.987910043,,-4.246487513,-5.504908558,-6.826858157,-8.378769147,2.262037846,,,,,-3.442742703,,1.814999298,,-3.563379647,,,1.214284241,0.128380314,1.712038516,-7.704748256,-5.294274864,,,,0.623749908,-0.533230995,,-0.114707286,2.625349994,,,-1.327342188,2.967396265,-1.24857739,,-1.064351427,1.317807933,,,,-6.326107231,,,0.513049117,,,2.038345324,,-1.162315118,,-8.378225732,1.15998247,2.22756212,1.918159001,,0.70709083,,,,
ACH-000363,-4.974642101,,,,,,,0.369242175,,,,,,,,,,,6.383278363,,,-3.384828484,,,,,,,,0.06328001,,,,,,,,,,,,4.591417127,,,,-4.919538071,,-7.347533801,,,,,-6.266369299,,-0.766357856,,,,,,,,0.665484411,,,,,,,,,,0.487399017,,,0.971409931,,3.160262068,,,,,,,,,,,,,,4.247735549,,-3.971815027,-5.960373777,-6.538920973,,1.694225007,,,-5.869594529,-6.915886392,-2.799528324,-3.991186292,4.059695918,,-3.022275343,1.805075419,,,,,-9.1921171,-6.565154413,-5.007331063,,,,,,,,,,,,3.04616179,,,,,,,-1.48748318,,,,,,,,,,,,,,,,,,,
ACH-000364,,,,,,,,2.402284711,,,,,,,,,,,6.433334866,,,,,,,,,,,,,,,,,,,,,2.928723092,,,,,,,,-5.831423061,,,,,,,,,,,,,,,,,,,,,,,,,3.113307826,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.873479853,,-0.317695391,,,,-0.274287004,,,,3.040497894,,,,,,,,,,,,,,,,,,,,,,,-6.507000647,,,,,,,,,,,2.983609721,,,,,,,,
ACH-000366,,-7.988550984,,,-8.892485892,,-0.033403986,0.747306245,,,,-1.130342104,,,,,0.189342914,,5.941080167,,,,,,,,,,,1.323475557,,,,,,2.921330989,,,,2.521333439,,3.149181067,,,-1.55516964,-3.092471314,,-7.018034597,,,,,,,,,,,,,,-2.1141957,0.551964164,,,,,-6.470527436,,,,,0.869648285,,,0.609135979,2.582855369,,,,,,,,,,,,,,,,,1.024634018,,-0.674519687,,,,,-2.296658618,-7.20244163,,,2.899839621,,-4.08255579,,,,0.762112384,,,0.8655629,-6.86845083,,,,0.643639233,,,2.97326734,,,,,-0.253402012,,2.59451135,3.27414258,,,,-0.60850264,,,,-0.324042275,,,,2.224540778,,,,,2.169798562,,,,,,
ACH-000367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.832830823,,,,,,,-1.015256872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02903243,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.60943111,,,,2.658743857,,,,,,,,,,,,,,,
ACH-000372,,-8.11189424,0.24248808,-5.886657945,,,,-1.155168455,,,,-1.911848253,,,,,0.11108322,,5.805652232,,,-3.843410542,,,1.025349181,,2.175547686,,,-0.262124168,,,-6.876379124,,,1.620049701,,,2.120749988,3.039313799,,2.819442148,,2.087405154,-1.308214552,-5.075330662,-6.542027658,,,,2.362748567,1.128630322,,3.263769867,-0.278969599,1.19197899,,,,,,-5.078461039,-1.903567524,,,,2.489965483,-6.608910195,,,,,-0.466355386,,,0.699128556,,2.272685456,3.272992813,2.341937602,,1.264775514,,-0.790384799,,,2.124073061,,,,,4.250470068,,-4.203896053,-4.605978338,-5.797516999,,2.756289769,2.523510862,,-5.668455291,,-1.973845895,,1.293890935,,-2.957638753,,,2.064608854,,2.189452673,,-1.957253724,,,,2.001839096,-0.017133312,,,2.176091137,,,1.552458614,,-1.500164114,1.428842925,2.434878607,2.236655959,,2.173221472,,-3.866536091,,-4.029993474,,-1.156763503,,2.369029682,,0.798064919,,-8.306660594,,2.430869856,1.960809783,,,,1.943226847,,
ACH-000373,-6.369195396,,,,,,,,,,,,,,,,,,5.513923233,,,,,,,,,,-5.461595862,-0.17147436,2.775408483,,,,,,,0.079262572,2.271624096,,,4.674765741,,,,-5.376477199,,,,,,,,2.218355779,-0.747574514,,,,,,,,,,,,,-5.868238459,,,-1.890119874,,0.287124792,,,,,1.726941613,,,,1.420975385,,-0.975719346,,,2.082604421,,,,,4.081990325,,-3.218388815,-3.244163509,-3.131273212,,4.258776106,,,-8.062444538,-6.570397518,-2.920599066,,4.196186886,,-1.399224577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000374,,,,,,,,,,,,,,,,,,,,,,,,,,-2.528172746,,,,,,,,,,,1.692175406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.031564626,,,,,,,,,0.065978564,,2.003768682,,,,,,,,,,,,,,,,,,0.961032597,,,,,,,,,,,,,,,1.711024611,,,,-6.37818152,,,,1.555872908,,,,,,0.966924186,,,,,,,2.941417679,,-2.618590133,,,,2.110452621,,,,,,,,,,,2.778561497,,,,
ACH-000375,,-4.050704797,2.497039931,-0.115363201,,,3.22301945,,,,,-0.115056654,2.504939208,,,,,,5.249724579,,,,,,,-4.667705889,1.815724795,,,1.025897128,,,,,,1.579564381,,,2.416550303,3.207395127,,3.405554332,,,,-4.678786556,,-7.906331578,,,,,,3.197551815,3.002374864,,,,,,,-3.418154829,,,,,1.866224677,-5.300972475,,,,,,,,,,0.856410826,2.899643785,,,,,,,,,,,,0.810456613,,,0.817908907,,,,,,,,,,,3.764521457,,-1.786682696,,,2.256254292,1.635453582,,,,-8.385068333,,,,,,,-0.460284518,,,-0.585723779,,-1.63299251,,2.625369962,,,,,,,,,-0.061719801,,,,,,,,,3.00032881,,,,,,
ACH-000379,-5.468057987,,1.984899787,-0.018570546,,,,,,,,1.414819861,-1.075199515,,,,,,,,,,,,,,2.490227078,,,,,,,,,,,0.934946761,,,,,,,1.918205408,-2.904494722,-5.004685967,-7.213227608,,,,,,,,-1.052837598,,,,,,-3.38497896,,,,,,,,2.833432592,,,,,,,,3.113382391,,,,,,,,,,,,,,,,-3.36398083,-1.465013187,-3.085893947,,,,,,,,,,,0.066726784,,,3.297150559,1.568564234,,,,-7.280066008,,,,,,,2.967628239,,,2.401348134,,1.373990233,,,,,,,-6.313031436,,,,3.07131865,,,,,,,,,3.306047499,,,,,,
ACH-000380,-3.525778344,-8.651026884,2.44766984,,-8.133825825,,-2.415720178,0.00902966,,,,-1.875324653,2.641538277,,,,1.093409055,,4.79937192,,,,,,,-2.496764366,1.264877247,,,1.818341694,,,-7.814878246,,,1.669418428,,,0.053963516,1.834062254,,3.751257997,,,-1.260924877,-5.990786028,,-8.103503734,,,,-0.340171087,,2.605311239,-1.293203808,,,,,,,-2.720678361,1.325829945,,,,2.898618835,,,,,5.535894203,-0.004399369,,,0.875235668,,2.093373869,,,,0.362516314,,-1.725077114,,,2.022584998,,,,,1.570621586,,-1.030798045,-0.094680848,-2.288751897,,,,,-7.558688748,-7.190388179,-3.383453413,,3.511622879,,-2.975716049,,,2.178431312,-0.0562631,,-5.242190359,-3.533483698,-8.568714873,2.64156601,,,1.042733844,,,2.948802557,,,1.475641708,1.915396775,-0.253262835,,2.097457765,,,3.260234643,,,1.961743464,,,2.089145191,,,,,,-8.125606231,,,3.265600233,,,,,,
ACH-000381,,,,,,,2.952305459,2.023606833,,,,,,,,,,,,,,,,,,,,,,2.453413194,,,,,,,,,,,,,,,,-3.315366655,,-5.646818203,,,,-0.043292844,-5.149389229,,0.906613263,,,,,,,,,,,,3.071386106,,,,,,,,,,,,,,,,,,,,,,,,4.335917158,,,,,,,,,,,-3.05850026,,,,,,,,,2.810753018,,,-1.567232391,-4.693330258,,,,2.057637171,,,2.605413887,,,,,2.361592918,,,,,3.267683872,,-2.068143029,,,,-0.036033935,,,,0.885185565,,,,,,,,,,,
ACH-000383,-4.639874439,,,,,,,1.646169586,,,,-2.054484074,1.845565328,,,,2.001185239,,6.278365192,,,,,,,,,,,,,,,,,,,2.357974698,,3.297794628,,,,,1.891059367,-5.727588858,,-6.006447514,,,,,-5.425583518,,2.364631474,,,,,,,-1.418377811,,,,,2.545135699,,,,,,1.879324922,,,0.637510012,3.195589745,2.731238326,,,,,,,,,,,,,,,,-1.349646121,0.665673323,,,3.0784488,,,,,,,,,-0.306005153,,,2.383497241,0.90340822,,,,-7.555016453,,,,1.094097848,,,1.955984502,,,-1.258807512,,1.15336766,,2.910227282,,,2.067254936,,-3.923000994,,,,1.136978902,,,,,,,,,3.205609285,,,,,,
ACH-000384,,,,,,,,,,,,2.320651755,,,,,,,,,,,,,,,,,,1.739670267,,,,,,,,,,,,,,,,,,-5.877043408,,,,,,,,,,,,,,-0.765537656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.299051739,,,,,,,,-4.75511872,,,,,,,,2.338394212,,,,2.110870887,-5.850492643,,,,,,,2.60352425,,,,,1.647544386,,3.315221601,,,,,-5.42630175,,,,2.784105927,,,,,,,,,,,,,,,
ACH-000386,-5.019847593,-7.17155548,,0.621715637,,,-3.419723336,0.208372734,,,,-0.133328298,2.93790463,,,,1.552914124,,,,,,,,,,,,,,,,,,,1.995833533,,2.510656142,,,,4.775790895,,,0.582441552,-4.496360428,-4.559225789,-7.666350865,,,,0.603566719,,,0.254359398,,,,,,,-0.866539647,0.902235082,,,,,,,,,,1.68257402,,,,,,,,,,,,,,,,,,,,,-1.581967543,0.550360509,-0.855313528,,3.500764625,,,-1.708063342,,-2.836938181,,4.310441529,,-2.994329289,,,2.909781194,0.353807964,,,-1.82664191,-5.448688913,,,,2.631793287,,,,,,,,1.540747124,,,,,,,0.755337007,,,,-0.991323696,,,,,,,,,2.106786398,,,,,,
ACH-000389,-6.494020016,-7.501415419,,,-9.463221459,,2.911323735,1.713372799,,,,-0.525876108,,,,,1.417114213,1.31126309,6.273062721,,,,,,,-4.423831086,0.646650842,,,,,,,,,,,1.891032794,,,,,,,-0.877754675,-4.86797227,-5.803856574,-7.004456175,,,,0.578383949,-7.12307387,,-0.677408542,0.241771454,,,,,,-3.209330514,-1.437444387,,,,,-5.793533432,,,,,,,,,,,,,,,,,,,,,,,,,,-1.628159546,-1.357333181,1.26665411,,,,,-4.883036565,-6.982887583,-3.459455144,,,,-1.671721586,,,2.404102502,0.769653078,,,,-9.062017433,,,,,,,2.201192487,,,,,-1.370700813,,,,,,,-5.812992191,2.981729929,,,-0.329127124,,,,,,-7.867128988,2.773852715,2.348734895,1.492437325,,2.939901741,,1.684598225,,
ACH-000391,,,,,,,,2.005168118,,,,,3.242359872,,,,,,6.404929309,,,,,,,,,,,2.832320394,,,,,,,,,,,,,,,,,,,,,,,-9.370790336,,,,,,,,,,,,,,,,,,,,,,,,,2.733855672,,,,,,,,,,,,,,,,-2.982157312,-0.256181243,0.307985018,,,,,-6.360591022,-6.151895129,,,,,,,,,,,,,-7.074344658,,,,,,,,,,,,,,,,,,,-5.613231852,,,,1.450297823,,,,,,,,,,,,,,,
ACH-000392,,,,,,,-0.189974235,,,,,,,,,,,,6.434383457,,,,,,,,,,,1.893625538,,,,,,,,,,,,,,,,,,-6.11202034,,,3.011184813,,-4.94698665,,,,,,,,,,,0.774483191,,,0.3662904,,,,,,,,,,3.312062392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.905530353,,,,,,,2.771570944,,3.235328959,,,,,-0.218308345,3.191257216,,,,,,,,,,2.461135895,,-3.516515128,,0.349048607,,3.127608763,,,,,,,,,2.455904315,,,,,,
ACH-000395,,-8.174364752,,,,,,2.121667471,,,,,2.446462859,,,,,,,,,,,,,-4.260824077,,,,,,,,,,,,,,,,,,,1.032700606,-5.387430612,-3.902375575,-7.04783933,,,,2.39269739,-10.25294187,,,,,,,,,,,,,,,,,,,,,,,,,3.188818176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.493322148,,,3.184118204,2.315755932,,,,-5.174108266,,,,,,,2.276043728,,,,,1.705792657,,,,,,,-4.157945819,,,,2.009415491,,2.466077848,,,,-6.97665637,,,2.403012652,,,,,,
ACH-000396,,,,,,,,,,,,2.969589166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.131880588,-6.004331701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.032632199,,,,,,,,,,,,,0.350249212,,,,,,,,,,,,,,,,,,,,2.671630603,,,,,,,-0.498871045,,,,2.148041208,,,,,,,,,,,,,,,
ACH-000400,,-9.556243621,-0.945029105,0.360398281,-7.667274217,,-0.597600171,2.395450029,,2.973199329,,-0.788753687,,,,,2.551284399,2.778222622,,,,,,,,,2.812302253,,,3.090133216,,,-8.007843125,1.377629743,,2.511146751,,,,0.322671666,,,,,,,-2.293277218,-7.719531163,,,,-0.262186167,-4.931527675,,,-3.361849696,-7.764300882,,,,,-1.87753996,-1.16115478,,,,,,,,-3.116697228,,3.320449853,,,,,,,,,,,,,,,,,,1.276719868,,3.984896857,-3.280366021,-1.007900968,-0.781998639,,3.3764627,,,-3.4476504,-6.804007398,-1.466202142,,,,0.953253712,,,2.685343469,0.863558505,-0.080132877,,0.548063906,-6.031767911,,,,0.820427171,,,,,,-0.645266998,,3.000510822,,0.177002548,,,,,-4.589912126,,,,-0.672241779,,,,,-0.801100493,,1.201378057,,3.317753305,,,,,,
ACH-000403,,,,,,,2.499163069,1.951503489,,,,1.711916533,,,,,,,5.570072699,,,,,,,,,,,1.121941876,,,,,,3.253771058,,,,2.685618634,,,,,,,,-8.271269195,,2.110486809,,,,,,,-3.557647757,,,,,,,,,,,,,,0.619277619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.002401126,,0.889451784,,,3.269651438,1.320024481,,,2.81870025,-6.666420802,,,,,,,2.812327947,,,0.722042256,,0.415932685,,2.732366681,,,1.958200056,,,,0.464046335,,2.244354279,,,,,,,,,3.319925441,,,,,,
ACH-000408,-3.991797035,,,,,,,,,,,2.399705686,3.300470131,,,,,,,,,,,,,,,,,,,,,,,3.205805598,,,,,,,,,,-4.661050967,,-6.056809844,,,,,-3.619033285,,,,,,,,,-0.601418433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.831383885,,,,,,,,,,,,,,,,,1.66223766,,,,-6.808124365,,,,,,,,,,2.424596606,,,,,,,,,-5.269463016,,,,,,,,,,,,,,,,,,,
ACH-000410,,,,,,,,2.399102896,,,,1.634030997,3.238629777,,,,,,6.632237152,,,,,,,,,,,1.915034487,,,,,,,,,,,,,,,2.077487415,-4.729029141,,,,,,,-5.993242369,,3.266218241,,,,,,,,,,,,,,,,,,,,,,,2.569602732,,,,,,,,,2.052490779,,,,,,,-0.749848179,0.06638334,,,,,,-4.618652021,-6.512699193,,,3.447123346,,-0.304368699,,,,,,,,,,,,,,,,,,,,,,2.689138839,,,,,-3.398790755,,,,2.421115668,,,,,,,,,,,,,2.438397071,,
ACH-000411,,,,,,,2.078629252,2.379793731,,,,-1.686577511,,,,,1.491601114,,,,,,,,3.00305056,-4.19225594,2.810810575,,,,,,,,,2.571576058,,,,,,,,,-1.259550038,-4.637965892,,-6.281511225,,,,1.609511574,,,,,,,,,,-1.314350486,,,,,2.357409442,,,,,,,,,2.292347699,,,,,,,,,,,,,,,,,,,,,,,,,,-2.781568236,,,3.747879334,,-1.445452735,,,2.021809248,1.566638178,,,2.51824626,-7.032075639,,,,1.223731474,,,2.45318041,,,-0.663426249,,2.487419004,,3.167932402,,,,,,,,,2.882703153,,,,,,,,,2.513058226,,,,,,
ACH-000414,,,,,,,1.778098615,3.232836648,,,,1.401650648,,,,,,,6.156957427,,,,,,,,2.602727398,,,,,,,,,2.412078208,,,,,,,,,1.363196839,-1.3244212,-2.624273782,,,,,,,3.313581064,,,,,,,,,,,,,,-2.453910441,,,,,2.074481016,,,-0.664545823,,,,,,,,,,,,,,,,,,-0.758474568,,0.321116031,,3.48153481,,,-4.313966365,-6.259850788,-1.210180516,,,,-0.849666739,,,2.768338038,1.445024601,,,2.339535754,-6.655159207,,,,2.474944005,,,,,,,,2.3169768,,,,,,,-3.837590327,,,,2.195547567,,,,,,,2.814057308,2.476819079,3.116619707,,,,,,
ACH-000417,,,,,,,,,,,,2.880274114,,,,,,,6.522625955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.295568955,,,,,,,,,,,,,,,,,,,,,,,,,2.999668995,,,,,,,,,,,1.304703314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.040665219,,,,,,,,,,,,,,,,,,,-3.27489442,,,,,,,,,,,,,,,,,,,
ACH-000420,,,,,,,,,,,,3.069340054,,,,,,,6.533542432,,,,,,,,,,,2.20160403,,,,,,,,,,2.837459181,,,,,,,,-5.656118678,,,,,-6.872437286,,,,,,,,,,,,,,,,,,,,,,,,2.17433186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249505767,,,,2.448351587,,,,,,,,,,,,,,1.022532855,,0.417886971,,,,,,,-3.588857066,,,,1.376258642,,,,,,,,,,,,,,,
ACH-000421,,,,,,,,1.205822074,,,,,3.111184248,,,,,,6.610306796,,,,,,,,,,,,,,,,,,,,,,,,,,0.343152878,,,-6.964401022,,,,,-4.716568473,,,,-1.994840875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.905448846,,,,,,,2.760932911,-5.173681968,,,,,,,,,,,,2.762791507,,,,,,,-4.709142683,,,,2.551717252,,,,,,,,,,,,,,,
ACH-000424,-6.462156363,-7.123354868,1.585785008,,-9.215280914,,,1.22855435,,2.126913738,,0.032116037,3.251947355,,,,2.939400975,,5.695554976,,,,,,,,2.74407542,,,1.484003234,,,-8.210634784,,,2.400984029,,0.611728223,,,,,,,2.100502615,-5.508039916,-5.578720167,-6.991229037,,,,0.978255277,,,0.697663154,-1.074135367,,,,,,-2.77415414,-2.363346395,,,,,-5.134239838,,,,,1.80181807,,,,,2.938006767,,,,,,,,,,,,,,,,-4.292311225,-1.795079735,-1.575522308,,,,,-7.208690185,,-2.883103266,,4.24825325,,-3.280865906,,,3.100270191,0.970491333,,,1.490069679,-8.832142364,,,,1.780957416,,,,,,0.256952079,,2.000403843,,3.150595276,,,2.068496192,,,,,,-0.149847707,,,,,,-6.711524509,,,,,,,,,
